company_name,exchange,year,text_excerpt,label
Xenon Chemicals,FWB,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Zenith Hotels,LSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Solaria Power,ASX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Lattice Cloud,NASDAQ,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. We plan to expand reporting to Scope 3 in future years following supplier engagement. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Horizon Airlines,NASDAQ,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Juniper Ventures,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Riverstone Cement,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Falcon Oil & Gas,LSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Aether Energy Ltd,LSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider.",1
YellowBrick Bank,NYSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Quanta Fintech,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Gaia Forestry,TSX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Stellar Media,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Vega Beverages,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Zenith Hotels,LSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Riverstone Cement,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Keystone Bank,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Willow Paper Co.,TSX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Warden Textiles,HKEX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Riviera Hotels,Euronext,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
GreenPath Utilities,LSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Riverstone Cement,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Orchid Beverages,NYSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Kappa Robotics,NASDAQ,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Delta Retail Group,NYSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
